iter	Logloss
483	0.3187012889
484	0.3185369752
485	0.3184174624
486	0.318325888
487	0.3182459311
488	0.3181089488
489	0.3180289702
490	0.3179134889
491	0.3177789775
492	0.3176641247
493	0.3176119544
494	0.3174902959
495	0.317268675
496	0.3171410561
497	0.3170235807
498	0.316824046
499	0.3167187517
500	0.316566684
501	0.3164431399
502	0.3163319934
503	0.3162299936
504	0.3160668286
505	0.3159568093
506	0.3157902414
507	0.3157490817
508	0.3156646165
509	0.3156049902
510	0.315364946
511	0.3152865497
512	0.3151955171
513	0.3150801225
514	0.3149848201
515	0.3148448684
516	0.3147061088
517	0.3145202723
518	0.3144255118
519	0.3143052188
520	0.3141695153
521	0.3140388836
522	0.3138729442
523	0.3137556856
524	0.3136010387
525	0.3135305751
526	0.3133106665
527	0.3131823973
528	0.3130345345
529	0.3129611882
530	0.3127281883
531	0.3125795234
532	0.3124590354
533	0.3123985637
534	0.312234315
535	0.3120753115
536	0.3119515506
537	0.3118704016
538	0.311760599
539	0.3116528771
540	0.3115441582
541	0.3114735213
542	0.3113672083
543	0.3112302693
544	0.3111093261
545	0.3109946251
546	0.3109113953
547	0.3108452233
548	0.3106544235
549	0.310469584
550	0.310273799
551	0.3101241805
552	0.3099766428
553	0.3098922643
554	0.3096792481
555	0.3095528212
556	0.3094369065
557	0.3092663505
558	0.3091357621
559	0.3090204326
560	0.3088876551
561	0.3086716479
562	0.3085149418
563	0.3084128553
564	0.308250774
565	0.3080748211
566	0.3079707839
567	0.3079178984
568	0.307783647
569	0.3076621402
570	0.3076450391
571	0.3074058186
572	0.3072366714
573	0.3070493611
574	0.3069114468
575	0.3068128066
576	0.3065041412
577	0.3063235716
578	0.3061966463
579	0.3060789759
580	0.3058910153
581	0.3057057424
582	0.3054873293
583	0.3053505421
584	0.3051768433
585	0.3050166043
586	0.30472491
587	0.3046499816
588	0.3045443838
589	0.3044095256
590	0.3043166074
591	0.3042061329
592	0.3040876389
593	0.3039513068
594	0.303860491
595	0.3037108508
596	0.3036361174
597	0.3035274852
598	0.3034598394
599	0.3033642335
600	0.3031900146
601	0.3030530973
602	0.3028648116
603	0.3026955995
604	0.3025271242
605	0.3024602587
606	0.3022541133
607	0.3021122542
608	0.3020150878
609	0.3019393141
610	0.3017947891
611	0.3016165603
612	0.3014315475
613	0.301264286
614	0.3011861714
615	0.3010803569
616	0.3009415106
617	0.3008713722
618	0.3007746176
619	0.3005840562
620	0.3005031456
621	0.3004005389
622	0.300275109
623	0.3001856804
624	0.3000210415
625	0.2999129512
626	0.2997915311
627	0.2995509668
628	0.299452695
629	0.2993175983
630	0.2991847125
631	0.2990724824
632	0.2989830754
633	0.2988860824
634	0.298774004
635	0.298587604
636	0.2984783866
637	0.2982832735
638	0.2981648879
639	0.2980426658
640	0.2979506146
641	0.2978924404
642	0.2976962003
643	0.2975767526
644	0.2974608595
645	0.2974019918
646	0.2971746271
647	0.2969976122
648	0.2968556664
649	0.2967183807
650	0.2966670557
651	0.2965168519
652	0.2963503924
653	0.2962296659
654	0.2961518981
655	0.2959395539
656	0.2958154245
657	0.2957605015
658	0.2956981659
659	0.2954983278
660	0.2953484275
661	0.2952459942
662	0.2951483727
663	0.2948972312
664	0.2947990461
665	0.2946442257
666	0.2945438732
667	0.2943917621
668	0.2943367091
669	0.2942288139
670	0.2941353971
671	0.2939656214
672	0.2937484004
673	0.2936913317
674	0.2935131246
675	0.2934020216
676	0.2932783907
677	0.2931008556
678	0.2929088419
679	0.2928132794
680	0.2926679091
681	0.2925018181
682	0.2923645323
683	0.2922444994
684	0.292122169
685	0.2920204509
686	0.2919258638
687	0.2918109894
688	0.2916773016
689	0.2915099751
690	0.2912712747
691	0.291163878
692	0.2910750996
693	0.2910196131
694	0.2909203659
695	0.290749008
696	0.2906449058
697	0.2905352983
698	0.2904071808
699	0.2902979851
700	0.290186015
701	0.2900482525
702	0.2899353504
703	0.2897904353
704	0.2897085277
705	0.289541808
706	0.2893671122
707	0.2891764207
708	0.2890550873
709	0.2889788368
710	0.2888605378
711	0.2887624827
712	0.2886260206
713	0.2885163914
714	0.2884080627
715	0.2883367322
716	0.2882568186
717	0.2882052552
718	0.2881044041
719	0.2880079746
720	0.2878140536
721	0.2876738635
722	0.2876094471
723	0.2874607173
724	0.2873143933
725	0.2870325175
726	0.2869487676
727	0.286779382
728	0.2867232236
729	0.2866038843
730	0.2864896601
731	0.2862533223
732	0.2861623764
733	0.2860704335
734	0.2859909318
735	0.2859210968
736	0.2857120687
737	0.285584168
738	0.2854690118
739	0.2852841291
740	0.285212105
741	0.2850789157
742	0.2850252498
743	0.2847969749
744	0.2846387516
745	0.2845353213
746	0.284452395
747	0.28433596
748	0.2842117223
749	0.2841068398
750	0.2839932658
751	0.2838575623
752	0.2837404771
753	0.2836704037
754	0.2835500891
755	0.2834486528
756	0.2833737243
757	0.2832416621
758	0.2831436071
759	0.2830673565
760	0.2830157713
761	0.2828945897
762	0.2827076478
763	0.2826022668
764	0.2825049054
765	0.2823506702
766	0.2822307023
767	0.282103842
768	0.2820261608
769	0.2818758054
770	0.2816923532
771	0.2816245773
772	0.2814810926
773	0.2813718102
774	0.2812573043
775	0.2811500159
776	0.2810383493
777	0.2808918736
778	0.2808142359
779	0.2807131247
780	0.2806106047
781	0.2803679596
782	0.2802694494
783	0.2801695303
784	0.2800398306
785	0.2799202312
786	0.2797958201
787	0.2796872746
788	0.2795765617
789	0.2794837952
790	0.2793997418
791	0.2792510119
792	0.279102022
793	0.2789814255
794	0.2788870768
795	0.2787455212
796	0.2786403569
797	0.2785156423
798	0.2784040408
799	0.2783070044
800	0.2782373645
801	0.2781600519
802	0.2780362909
803	0.277922717
804	0.277807149
805	0.2777075117
806	0.2776357477
807	0.2775443034
808	0.2774376652
809	0.2773351886
810	0.2771952586
811	0.2770895091
812	0.2770383791
813	0.2769253904
814	0.2767934799
815	0.2766761346
816	0.2764985345
817	0.2763861309
818	0.2762989131
819	0.2762000561
820	0.2761668725
821	0.276032101
822	0.2759598385
823	0.2758100683
824	0.2756476186
825	0.2755483281
826	0.2754469568
827	0.275355079
828	0.2753012831
829	0.2752219547
830	0.2751126289
831	0.2750249993
832	0.2748670578
833	0.2747915875
834	0.2746593952
835	0.2745318846
836	0.2744304484
837	0.2742052512
838	0.2740794745
839	0.2739334973
840	0.2738537572
841	0.2737488747
842	0.2736585357
843	0.2735928189
844	0.2734717456
845	0.2733443217
846	0.2732600732
847	0.2731013298
848	0.2729881677
849	0.2729342417
850	0.2728501883
851	0.2727390636
852	0.2726765546
853	0.2725505395
854	0.2724367489
855	0.2723714438
856	0.2722441283
857	0.2722000642
858	0.2720697143
859	0.2720183893
860	0.2719390609
861	0.271859039
862	0.2717980255
863	0.2716505094
864	0.271550482
865	0.2714350007
866	0.2713981542
867	0.2713260651
868	0.2712330818
869	0.2711791342
870	0.2709631703
871	0.270840298
872	0.2706513405
873	0.2705662034
874	0.2705000531
875	0.2704338594
876	0.270324707
877	0.2702418241
878	0.2701588544
879	0.2701229832
880	0.2700166052
881	0.2698998451
882	0.2698359273
883	0.26962924
884	0.2694532221
885	0.2693659176
886	0.2692422
887	0.2691526413
888	0.2690743533
889	0.2689547105
890	0.26889723
891	0.268789248
892	0.2687075788
893	0.2685902335
894	0.2685567682
895	0.2685130726
896	0.2683739012
897	0.2681899287
898	0.2680693756
899	0.2679843469
900	0.2679520954
901	0.2678989064
902	0.2677489194
903	0.267706806
904	0.267577128
905	0.2675020261
906	0.2674296769
907	0.2672861923
908	0.2671911716
909	0.267126777
910	0.2669995481
911	0.2669228424
912	0.2668212544
913	0.2667074203
914	0.2666224566
915	0.2665342418
916	0.2664493431
917	0.2663652463
918	0.266302889
919	0.2662622929
920	0.266171217
921	0.2661161856
922	0.266080943
923	0.2660462856
924	0.265915849
925	0.2657543963
926	0.26567173
927	0.265638178
928	0.2655483809
929	0.2654220841
930	0.2653584047
931	0.2652919943
932	0.2652262341
933	0.2651481845
934	0.2651059411
935	0.2650295171
936	0.2649273005
937	0.2647798278
938	0.2646604451
939	0.2646007538
940	0.2644647035
941	0.264359821
942	0.2643184228
943	0.264192928
944	0.2641027407
945	0.2639797384
946	0.2638883374
947	0.2638342597
948	0.2637749368
949	0.2636906017
950	0.2636121186
951	0.2635792819
952	0.2634976344
953	0.2634010532
954	0.2632882378
955	0.2632519982
956	0.2632188147
957	0.2631229921
958	0.2629479495
959	0.2628873478
960	0.2628386671
961	0.2627781955
962	0.2626663121
963	0.2624658671
964	0.2622825232
965	0.2621890848
966	0.262101
967	0.2620312951
968	0.2619224678
969	0.2618199695
970	0.2617434372
971	0.2616574548
972	0.2614712065
973	0.261424975
974	0.2613957145
975	0.2612923275
976	0.2612619834
977	0.2611967434
978	0.2611383525
979	0.2610673037
980	0.2609457319
981	0.2608549161
982	0.2606957826
983	0.2606436123
984	0.2605878223
985	0.2605407455
986	0.2604686997
987	0.2603451555
988	0.26032023
989	0.2602865046
990	0.2602286772
991	0.2601679022
992	0.2601239464
993	0.2600400665
994	0.2599858804
995	0.259902694
996	0.2597111789
997	0.2595159141
998	0.2594166235
999	0.259194244
